Name,Type,Description,Product,Activity
TRUCK_SH_EV,Operation,Electric-Powered Short Distance Truck,"transport, truck","transport, truck, battery electric, 18t, regional delivery"
TRUCK_SH_GASOLINE,Operation,Gasoline-Powered Short Distance Truck,"transport, truck","transport, truck, diesel, 18t, regional delivery"
TRUCK_SH_GASOLINE,Construction,Gasoline-Powered Short Distance Truck,truck,"truck, diesel, 18t, regional delivery"
TRUCK_SH_HY_DIESEL,Operation,Diesel Hybrid Short Distance Truck,"transport, truck","transport, truck, diesel hybrid, 18t, regional delivery"
TRUCK_SH_HY_DIESEL,Construction,Diesel Hybrid Short Distance Truck,truck,"truck, diesel hybrid, 18t, regional delivery"
TRUCK_SH_PROPANE,Construction,Propane-Powered Short Distance Truck,truck,"truck, compressed gas, 18t, regional delivery"
TRUCK_SH_PROPANE,Operation,Propane-Powered Short Distance Truck,"transport, truck","transport, truck, compressed gas, 18t, regional delivery"
UNMINEABLE_COAL_SEAM,Operation,Sequestration of CO2 in Unmineable Coal Seams,"carbon dioxide, stored","carbon dioxide compression, transport and storage"
WIND_OFFSHORE,Operation,Wind Energy Offshore,"electricity, high voltage","electricity production, wind, 1-3MW turbine, offshore"
WIND_OFFSHORE_FIXED,Construction,Wind Energy Offshore (fixed parts),"wind power plant, 2MW, offshore, fixed parts","market for wind power plant, 2MW, offshore, fixed parts"
WIND_OFFSHORE_MOVING,Construction,Wind Energy Offshore (moving parts),"wind power plant, 2MW, offshore, moving parts","market for wind power plant, 2MW, offshore, moving parts"
WIND_ONSHORE,Operation,Wind Energy Onshore,"electricity, high voltage","electricity production, wind, 1-3MW turbine, onshore"
WIND_ONSHORE_CONNECTION,Construction,Wind Energy Onshore (connection),"wind turbine network connection, 2MW, onshore","wind turbine network connection construction, 2MW, onshore"
WIND_ONSHORE_TURBINE,Construction,Wind Energy Onshore (co-generation unit),"wind turbine, 2MW, onshore","wind turbine construction, 2MW, onshore"
NEW_WIND_ONSHORE,Operation,New Wind Energy Onshore,"electricity, high voltage","electricity production, wind, 1-3MW turbine, onshore"
NEW_WIND_ONSHORE_CONNECTION,Construction,New Wind Energy Onshore (connection),"wind turbine network connection, 2MW, onshore","wind turbine network connection construction, 2MW, onshore"
NEW_WIND_ONSHORE_TURBINE,Construction,New Wind Energy Onshore (co-generation unit),"wind turbine, 2MW, onshore","wind turbine construction, 2MW, onshore"
WOOD_METHANOL,Operation,Conversion of Wood to Methanol,"methanol, unpurified","methanol synthesis, from wood, with CCS"
WOOD_METHANOL,Construction,Conversion of Wood to Methanol,methanol factory,methanol factory construction
ACETIC_ACID,Resource,Acetic acid,"acetic acid, without water, in 98% solution state","market for acetic acid, without water, in 98% solution state"
ACETONE,Resource,Acetone,"acetone, liquid","market for acetone, liquid"
BIO_DIESEL,Resource,Bio-diesel,"biodiesel, vehicle grade","biodiesel, from used cooking oil, at fuelling station"
BENZENE,Resource,Benzene,benzene,market for benzene
COAL,Resource,Coal,hard coal,market for hard coal
DIESEL,Resource,Diesel,"diesel, low-sulfur","market for diesel, low-sulfur"
ELEC_EXPORT,Resource,Electricity exports,"electricity, high voltage","market for electricity, high voltage"
ELECTRICITY_EHV,Resource,Electricity import,"electricity, high voltage","electricity production, hydro, reservoir, non-alpine region"
ETHANE,Resource,Ethane,ethane,market for ethane
ETHANOL,Resource,Ethanol,"ethanol, without water, in 99.7% solution state, from fermentation","market for ethanol, without water, in 99.7% solution state, from fermentation"
ETHYLBENZENE,Resource,Ethylbenzene,ethyl benzene,market for ethyl benzene
ETHYLENE,Resource,Ethylene,ethylene,market for ethylene
GASOLINE,Resource,Gasoline,"petrol, low-sulfur","petrol production, low-sulfur"
H2_EHP,Resource,Hydrogen,"hydrogen, gaseous, low pressure","market for hydrogen, gaseous, low pressure"
JETFUEL,Resource,Jetfuel,kerosene,market for kerosene
LFO,Resource,Light fuel oil,light fuel oil,market for light fuel oil
LNG,Resource,Liquified natural gas,"natural gas, liquefied","market for natural gas, liquefied"
METHANOL,Resource,Methanol,methanol,market for methanol
NG_EHP,Resource,Natural gas,"natural gas, high pressure","market for natural gas, high pressure"
PE,Resource,Polyethylene,"polyethylene, high density, granulate","market for polyethylene, high density, granulate"
PET,Resource,Polyethylene terephthalate,"polyethylene terephthalate, granulate, amorphous","market for polyethylene terephthalate, granulate, amorphous"
PHENOL,Resource,Phenol,phenol,market for phenol
PP,Resource,Polypropylene,"polypropylene, granulate","market for polypropylene, granulate"
PROPANE,Resource,Propane,propane,market for propane
PROPYLENE,Resource,Propylene,propylene,market for propylene
PS,Resource,Polystyrene,"polystyrene, general purpose","market for polystyrene, general purpose"
PVC,Resource,Polyvinyl chloride,"polyvinylchloride, bulk polymerised","market for polyvinylchloride, bulk polymerised"
SNG_EHP,Resource,Synthetic natural gas,biogas,market for biogas
STYRENE,Resource,Styrene,styrene,market for styrene
TOLUENE,Resource,Toluene,"toluene, liquid","market for toluene, liquid"
URANIUM,Resource,Uranium,"nuclear fuel element, for pressure water reactor, UO2 4.2% & MOX","market for nuclear fuel element, for pressure water reactor, UO2 4.2% & MOX"
XYLENE,Resource,Xylene,"xylene, mixed","market for xylene, mixed"
ACETIC_ACID,Flow,Acetic acid,"acetic acid, without water, in 98% solution state","market for acetic acid, without water, in 98% solution state"
ACETONE,Flow,Acetone,"acetone, liquid","market for acetone, liquid"
ALUMINUM,Flow,Aluminium,"aluminium, primary, ingot","market for aluminium, primary, ingot"
BENZENE,Flow,Benzene,benzene,market for benzene
BIO_DIESEL,Flow,Bio-diesel,"biodiesel, vehicle grade","biodiesel, from used cooking oil, at fuelling station"
CEMENT,Flow,Cement,"cement, unspecified","market for cement, unspecified"
CO2_C,Flow,Carbon dioxide,"carbon dioxide, liquid","market for carbon dioxide, liquid"
COAL,Flow,Coal,hard coal,market for hard coal
DIESEL,Flow,Diesel,"diesel, low-sulfur","market for diesel, low-sulfur"
ELECTRICITY_EHV,Flow,Electricity import,"electricity, high voltage","market for electricity, high voltage"
ELECTRICITY_HV,Flow,Electricity (high voltage),"electricity, high voltage","market for electricity, high voltage"
ELECTRICITY_LV,Flow,Electricity (low voltage),"electricity, low voltage","market for electricity, low voltage"
ELECTRICITY_MV,Flow,Electricity (medium voltage),"electricity, medium voltage","market for electricity, medium voltage"
ETHANE,Flow,Ethane,ethane,market for ethane
ETHANOL,Flow,Ethanol,"ethanol, without water, in 99.7% solution state, from fermentation","market for ethanol, without water, in 99.7% solution state, from fermentation"
ETHYLBENZENE,Flow,Ethylbenzene,ethyl benzene,market for ethyl benzene
ETHYLENE,Flow,Ethylene,ethylene,market for ethylene
GASOLINE,Flow,Gasoline,"petrol, low-sulfur","market for petrol, low-sulfur"
H2_EHP,Flow,Hydrogen,"hydrogen, gaseous, low pressure","market for hydrogen, gaseous, low pressure"
HEAT_HIGH_T,Flow,Heat (high temperature),"heat, district or industrial, other than natural gas","market for heat, district or industrial, other than natural gas"
HEAT_LOW_T_DECEN,Flow,Heat (low temperature),"heat, central or small-scale, other than natural gas","market for heat, central or small-scale, other than natural gas"
JETFUEL,Flow,Jetfuel,kerosene,market for kerosene
LFO,Flow,Light fuel oil,light fuel oil,market for light fuel oil
LNG,Flow,Liquified natural gas,"natural gas, liquefied","market for natural gas, liquefied"
METHANOL,Flow,Methanol,methanol,market for methanol
MOB_FREIGHT_LCV,Flow,Freight mobility (light commercial vehicles),"transport, freight, light commercial vehicle","market for transport, freight, light commercial vehicle"
MOB_FREIGHT_SEMI,Flow,Freight mobility (semi),"transport, freight, lorry, unspecified","market for transport, freight, lorry, unspecified"
MOB_FREIGHT_TRUCK,Flow,Freight mobility (trucks),"transport, freight, lorry, unspecified","market for transport, freight, lorry, unspecified"
MOB_FREIGHT_TRAIN,Flow,Freight mobility (trains),"transport, freight train","market for transport, freight train"
MOB_PRIVATE_CAR,Flow,Private mobility (cars),"transport, passenger car","market for transport, passenger car"
MOB_PRIVATE_SUV,Flow,Private mobility (SUVs),"transport, passenger car","market for transport, passenger car"
MOB_PUBLIC_BUS,Flow,Public mobility (buses),"transport, regular bus","market for transport, regular bus"
MOB_PUBLIC_COACH,Flow,Public mobility (coaches),"transport, passenger coach","market for transport, passenger coach"
MOB_PUBLIC_TRAIN,Flow,Public mobility (trains),"transport, passenger train","market for transport, passenger train"
NG_EHP,Flow,Natural gas,"natural gas, high pressure","market for natural gas, high pressure"
PAPER,Flow,Paper,"paper, newsprint","paper production, newsprint, recycled"
PE,Flow,Polyethylene,"polyethylene, high density, granulate","market for polyethylene, high density, granulate"
PET,Flow,Polyethylene terephthalate,"polyethylene terephthalate, granulate, amorphous","market for polyethylene terephthalate, granulate, amorphous"
PHENOL,Flow,Phenol,phenol,market for phenol
PP,Flow,Polypropylene,"polypropylene, granulate","market for polypropylene, granulate"
PROPYLENE,Flow,Propylene,propylene,market for propylene
PS,Flow,Polystyrene,"polystyrene, general purpose","market for polystyrene, general purpose"
PVC,Flow,Polyvinyl chloride,"polyvinylchloride, bulk polymerised","market for polyvinylchloride, bulk polymerised"
STEEL,Flow,Steel,"steel, chromium steel 18/8","market for steel, chromium steel 18/8"
STYRENE,Flow,Styrene,styrene,market for styrene
TOLUENE,Flow,Toluene,"toluene, liquid","market for toluene, liquid"
URANIUM,Flow,Uranium,"nuclear fuel element, for pressure water reactor, UO2 4.2% & MOX","market for nuclear fuel element, for pressure water reactor, UO2 4.2% & MOX"
XYLENE,Flow,Xylene,"xylene, mixed","market for xylene, mixed"
BUS_CSNG,Operation,Compressed Synthetic Natural Gas-Powered Bus,"transport, passenger bus, EURO-VI","transport, passenger bus, compressed gas, 13m double deck urban bus, EURO-VI"
BUS_CSNG,Construction,Compressed Synthetic Natural Gas-Powered Bus,"Passenger bus, EURO-VI","Passenger bus, compressed gas, 13m double deck urban bus, EURO-VI"
SCHOOLBUS_CSNG,Operation,Compressed Synthetic Natural Gas-Powered School Bus,"transport, passenger bus, EURO-VI","transport, passenger bus, compressed gas, 13m single deck urban bus, EURO-VI"
SCHOOLBUS_CSNG,Construction,Compressed Synthetic Natural Gas-Powered School Bus,"Passenger bus, EURO-VI","Passenger bus, compressed gas, 13m single deck urban bus, EURO-VI"
CAR_CSNG,Operation,Compressed Synthetic Natural Gas-Powered Car,"transport, passenger car, EURO-6ab","transport, passenger car, compressed gas, Medium, EURO-6ab"
CAR_CSNG,Construction,Compressed Synthetic Natural Gas-Powered Car,"Passenger car, EURO-6ab","Passenger car, compressed gas, Medium, EURO-6ab"
CAR_BIOETOH_E10,Operation,BioEthanol-Powered Car (E10 Blend),"transport, passenger car, EURO-6ab","transport, passenger car, gasoline, Medium, EURO-6ab"
CAR_BIOETOH_E10,Construction,BioEthanol-Powered Car (E10 Blend),"Passenger car, EURO-6ab","Passenger car, gasoline, Medium, EURO-6ab"
CAR_BIOETOH_E85,Operation,BioEthanol-Powered Car with E85 Blend,"transport, passenger car, EURO-6ab","transport, passenger car, gasoline, Medium, EURO-6ab"
CAR_BIOETOH_E85,Construction,BioEthanol-Powered Car with E85 Blend,"Passenger car, EURO-6ab","Passenger car, gasoline, Medium, EURO-6ab"
CAR_BIOMEOH,Construction,Biomethanol-Powered Car ,"Passenger car, EURO-6ab","Passenger car, gasoline, Medium, EURO-6ab"
CAR_BIOMEOH,Operation,Biomethanol-Powered Car ,"transport, passenger car, EURO-6ab","transport, passenger car, gasoline, Medium, EURO-6ab"
CCGT_BIOGAS,Construction,Combined Cycle BioGas Turbine,"NGCC power plant, 400MWe","market for gas power plant, combined cycle, 400MW electrical"
CCGT_BIOGAS,Operation,Combined Cycle BioGas Turbine,"electricity, high voltage","electricity production, at natural gas-fired combined cycle power plant"
CCGT_BIOGAS_CC,Operation,Combined Cycle BioGas Turbine with Carbon Capture,"electricity, high voltage","electricity production, at natural gas-fired combined cycle power plant, post, pipeline 200km, storage 1000m"
CCGT_BIOGAS_CC,Construction,Combined Cycle BioGas Turbine with Carbon Capture,"NGCC power plant, 400MWe","market for gas power plant, combined cycle, 400MW electrical"
COACH_CSNG,Construction,Compressed Synthetic Natural Gas-Powered Coach,"Passenger bus, EURO-VI","Passenger bus, compressed gas, 13m single deck coach bus, EURO-VI"
COACH_CSNG,Operation,Compressed Synthetic Natural Gas-Powered Coach,"transport, passenger bus, EURO-VI","transport, passenger bus, compressed gas, 13m single deck coach bus, EURO-VI"
COACH_BIOETOH_E10,Construction,10% BioEthanol-Powered Coach,"Passenger bus, EURO-VI","Passenger bus, diesel, 13m single deck coach bus, EURO-VI"
COACH_BIOETOH_E10,Operation,10% BioEthanol-Powered Coach,"transport, passenger bus, EURO-VI","transport, passenger bus, diesel, 13m single deck coach bus, EURO-VI"
DEC_BOILER_BIOGAS,Operation,Decentralized Boiler with BioGas Combustion,"heat, central or small-scale, natural gas","heat production, natural gas, at boiler modulating <100kW"
DEC_BOILER_BIOGAS,Construction,Decentralized Boiler with BioGas Combustion,gas boiler,gas boiler production
DEC_BOILER_BIOOIL,Operation,Decentralized Boiler with BioOil Combustion,"heat, central or small-scale, other than natural gas","heat production, light fuel oil, at boiler 10kW condensing, non-modulating"
DEC_BOILER_BIOOIL_BOILER,Construction,Decentralized Boiler with BioOil Combustion (boiler),"oil boiler, 10kW","oil boiler production, 10kW"
DEC_BOILER_BIOOIL_TANK,Construction,Decentralized Boiler with BioOil Combustion (storage tank),"oil storage, 3000l","market for oil storage, 3000l"
DEC_COGEN_BIOGAS,Operation,Decentralized Cogeneration with BioGas Combustion,"heat, central or small-scale, natural gas","heat and power co-generation, natural gas, 50kW electrical, lean burn"
DEC_COGEN_BIOGAS_CHP,Construction,"Decentralized Cogeneration with BioGas Combustion (co-generation unit, components for heat and electricity)","heat and power co-generation unit, 50kW electrical, common components for heat+electricity","heat and power co-generation unit construction, 50kW electrical, common components for heat+electricity"
DEC_COGEN_BIOGAS_ELEC,Construction,"Decentralized Cogeneration with BioGas Combustion (co-generation unit, components for electricity)","heat and power co-generation unit, 50kW electrical, components for electricity only","heat and power co-generation unit construction, 50kW electrical, components for electricity only"
DEC_COGEN_BIOGAS_HEAT,Construction,"Decentralized Cogeneration with BioGas Combustion (co-generation unit, components for heat)","heat and power co-generation unit, 50kW electrical, components for heat only","heat and power co-generation unit construction, 50kW electrical, components for heat only"
DEC_COGEN_BIOOIL,Operation,Decentralized Cogeneration with BioOil Combustion,"heat, central or small-scale, other than natural gas","heat production, light fuel oil, at boiler 10kW condensing, non-modulating"
DEC_COGEN_BIOOIL_BOILER,Construction,Decentralized Cogeneration with BioOil Combustion (boiler),"oil boiler, 10kW","oil boiler production, 10kW"
DEC_COGEN_BIOOIL_TANK,Construction,Decentralized Cogeneration with BioOil Combustion (storage tank),"oil storage, 3000l","market for oil storage, 3000l"
DEC_COGEN_BIOOIL_TURBINE,Construction,Decentralized Cogeneration with BioOil Combustion (co-generation unit),"heat and power co-generation unit, organic Rankine cycle, 200kW electrical","heat and power co-generation unit construction, organic Rankine cycle, 200kW electrical"
DEC_THHP_BIOGAS,Operation,Decentralized Thermal BioGas Heat Pump,"heat, future","heat production, natural gas, at diffusion absorption heat pump 4kW, future"
DEC_THHP_BIOGAS_HEX,Construction,Decentralized Thermal BioGas Heat Pump (heat exchanger),"borehole heat exchanger, 150m","borehole heat exchanger production, 150m"
DEC_THHP_BIOGAS_HP,Construction,Decentralized Thermal BioGas Heat Pump (heat pump),"heat pump, diffusion absorption, 4kW, future","heat pump production, diffusion absorption, 4kW, future"
DHN_BOILER_BIOGAS,Construction,District Heating Network Boiler with BioGas Combustion,"industrial furnace, natural gas","market for industrial furnace, natural gas"
DHN_BOILER_BIOGAS,Operation,District Heating Network Boiler with BioGas Combustion,"heat, district or industrial, natural gas","heat production, natural gas, at boiler modulating >100kW"
DHN_BOILER_BIOOIL,Operation,District Heating Network Boiler with BioOil Combustion,"heat, district or industrial, other than natural gas","heat production, light fuel oil, at industrial furnace 1MW"
DHN_BOILER_BIOOIL_BOILER,Construction,District Heating Network Boiler with BioOil Combustion (boiler),"industrial furnace, 1MW, oil","industrial furnace production, 1MW, oil"
DHN_BOILER_BIOOIL_TANK,Construction,District Heating Network Boiler with BioOil Combustion (storage tank),"oil storage, 3000l","oil storage production, 3000l"
DHN_COGEN_BIOGAS,Operation,District Heating Network Cogeneration with BioGas Combustion,"heat, district or industrial, natural gas","heat and power co-generation, natural gas, 1MW electrical, lean burn"
DHN_COGEN_BIOGAS_CHP,Construction,"District Heating Network Cogeneration with BioGas Combustion (co-generation unit, components for heat and electricity)","heat and power co-generation unit, 1MW electrical, common components for heat+electricity","heat and power co-generation unit construction, 1MW electrical, common components for heat+electricity"
DHN_COGEN_BIOGAS_ELEC,Construction,"District Heating Network Cogeneration with BioGas Combustion (co-generation unit, components for electricity)","heat and power co-generation unit, 1MW electrical, components for electricity only","heat and power co-generation unit construction, 1MW electrical, components for electricity only"
DHN_COGEN_BIOGAS_HEAT,Construction,"District Heating Network Cogeneration with BioGas Combustion (co-generation unit, components for heat)","heat and power co-generation unit, 1MW electrical, components for heat only","heat and power co-generation unit construction, 1MW electrical, components for heat only"
BIOETHANOL_TO_BIOJETFUELS,Construction,Conversion of BioEthanol to Jet Fuels,"chemical factory, organics","chemical factory construction, organics"
BIOETHANOL_TO_BIOJETFUELS,Operation,Conversion of BioEthanol to Jet Fuels,"kerosene, synthetic","kerosene production, from methanol, hydrogen from coal gasification, energy allocation"
H2_SNG_CCGT,Construction,Combined Cycle Gas Turbine Hydrogen and Synthetic Natural Gas Mix,"NGCC power plant, 400MWe","market for gas power plant, combined cycle, 400MW electrical"
H2_SNG_CCGT,Operation,Combined Cycle Gas Turbine Hydrogen and Synthetic Natural Gas Mix,"electricity, high voltage","electricity production, at natural gas-fired combined cycle power plant"
H2_SNG_CCGT_CCS,Operation,Combined Cycle Gas Turbine Hydrogen and Synthetic Natural Gas Mix with Carbon Capture,"electricity, high voltage","electricity production, at natural gas-fired combined cycle power plant, post, pipeline 200km, storage 1000m"
H2_SNG_CCGT_CCS,Construction,Combined Cycle Gas Turbine Hydrogen and Synthetic Natural Gas Mix with Carbon Capture,"NGCC power plant, 400MWe","market for gas power plant, combined cycle, 400MW electrical"
IND_BOILER_BIOGAS,Construction,Industrial Boiler with BioGas Combustion,"industrial furnace, natural gas","industrial furnace production, natural gas"
IND_BOILER_BIOGAS,Operation,Industrial Boiler with BioGas Combustion,"heat, district or industrial, natural gas","heat production, natural gas, at industrial furnace >100kW"
IND_BOILER_BIOOIL,Operation,Industrial Boiler with BioOil Combustion,"heat, district or industrial, other than natural gas","heat production, heavy fuel oil, at industrial furnace 1MW"
IND_BOILER_BIOOIL_PLANT,Construction,Industrial Boiler with BioOil Combustion (plant),"industrial furnace, 1MW, oil","industrial furnace production, 1MW, oil"
IND_BOILER_BIOOIL_TANK,Construction,Industrial Boiler with BioOil Combustion (storage tank),"oil storage, 3000l","market for oil storage, 3000l"
IND_COGEN_BIOGAS,Operation,Industrial Cogeneration with BioGas Combustion,"heat, district or industrial, natural gas","heat and power co-generation, natural gas, 1MW electrical, lean burn"
IND_COGEN_BIOGAS_CHP,Construction,"Industrial Cogeneration with BioGas Combustion (co-generation unit, components for heat and electricity)","heat and power co-generation unit, 1MW electrical, common components for heat+electricity","heat and power co-generation unit construction, 1MW electrical, common components for heat+electricity"
IND_COGEN_BIOGAS_ELEC,Construction,"Industrial Cogeneration with BioGas Combustion (co-generation unit, components for electricity)","heat and power co-generation unit, 1MW electrical, components for electricity only","heat and power co-generation unit construction, 1MW electrical, components for electricity only"
IND_COGEN_BIOGAS_HEAT,Construction,"Industrial Cogeneration with BioGas Combustion (co-generation unit, components for heat)","heat and power co-generation unit, 1MW electrical, components for heat only","heat and power co-generation unit construction, 1MW electrical, components for heat only"
LCV_CSNG,Construction,Compressed Synthetic Natural Gas-Powered Light Commercial Vehicle,truck,"truck, compressed gas, 3.5t, urban delivery"
LCV_CSNG,Operation,Compressed Synthetic Natural Gas-Powered Light Commercial Vehicle,"transport, truck","transport, truck, compressed gas, 3.5t, urban delivery"
BIOMETHANE_TO_BIOMETHANOL,Construction,Conversion of BioMethane to Methanol,methanol factory,methanol factory construction
BIOMETHANE_TO_BIOMETHANOL,Operation,Conversion of BioMethane to Methanol,methanol,"methanol production, natural gas reforming"
BIOMETHANOL_CARBONYLATION,Construction,BioMethanol Cabonylation Process,"chemical factory, organics","chemical factory construction, organics"
BIOMETHANOL_CARBONYLATION,Operation,BioMethanol Cabonylation Process,"acetic acid, without water, in 98% solution state","acetic acid production, methanol carboxylation (Monsanto), product in 98% solution state"
BIOMETHANOL_FT,Construction,BioMethanol Synthesis via Fischer-Tropsch Process,methanol factory,methanol factory construction
BIOMETHANOL_FT,Operation,BioMethanol Synthesis via Fischer-Tropsch Process,"methanol, from biomass","methanol production, biomass gasification"
BIOMETHANOL_TO_AROMATICS,Operation,Conversion of BioMethanol to Aromatic Compounds,"xylene, mixed","BTX production, from pyrolysis gas, average"
BIOMETHANOL_TO_AROMATICS,Construction,Conversion of BioMethanol to Aromatic Compounds,"chemical factory, organics","chemical factory construction, organics"
BIOMETHANOL_TO_OLEFINS,Operation,Conversion of BioMethanol to Olefinic Compounds,n-olefins,n-olefins production
BIOMETHANOL_TO_OLEFINS,Construction,Conversion of BioMethanol to Olefinic Compounds,"chemical factory, organics","chemical factory construction, organics"
SNG_COMP_HE,Construction,Synthetic Natural Gas Compression from High Pressure to Extra High Pressure,"air compressor, screw-type compressor, 300kW","air compressor production, screw-type compressor, 300kW"
SNG_COMP_HE,Operation,Synthetic Natural Gas Compression from High Pressure to Extra High Pressure,"natural gas, high pressure","market for natural gas, high pressure"
SNG_COMP_LM,Operation,Synthetic Natural Gas Compression from Low Pressure to Medium Pressure,"natural gas, low pressure","market for natural gas, low pressure"
SNG_COMP_LM,Construction,Synthetic Natural Gas Compression from Low Pressure to Medium Pressure,"air compressor, screw-type compressor, 4kW","air compressor production, screw-type compressor, 4kW"
SNG_COMP_MH,Operation,Synthetic Natural Gas Compression from Medium Pressure to High Pressure,"natural gas, medium pressure, vehicle grade","market for natural gas, medium pressure, vehicle grade"
SNG_COMP_MH,Construction,Synthetic Natural Gas Compression from Medium Pressure to High Pressure,"air compressor, screw-type compressor, 300kW","air compressor production, screw-type compressor, 300kW"
SNG_EXP_EH,Operation,Synthetic Natural Gas Expansion from Extra High Pressure to High Pressure,"natural gas, high pressure","market for natural gas, high pressure"
SNG_EXP_EH_COGEN,Construction,Synthetic Natural Gas Expansion from Extra High Pressure to High Pressure (co-generation unit),"air input/output unit, heat and power co-generation unit, 160kW electrical","air input/output unit production, heat and power co-generation unit, 160kW electrical"
SNG_EXP_EH_COGEN,Operation,Synthetic Natural Gas Expansion from Extra High Pressure to High Pressure (co-generation unit),"natural gas, high pressure","market for natural gas, high pressure"
SNG_EXP_HM,Operation,Synthetic Natural Gas Expansion from High Pressure to Medium Pressure,"natural gas, high pressure","market for natural gas, high pressure"
SNG_EXP_HM_COGEN,Construction,Synthetic Natural Gas Expansion from High Pressure to Medium Pressure (co-generation unit),"air input/output unit, heat and power co-generation unit, 160kW electrical","air input/output unit production, heat and power co-generation unit, 160kW electrical"
SNG_EXP_HM_COGEN,Operation,Synthetic Natural Gas Expansion from High Pressure to Medium Pressure (co-generation unit),"natural gas, high pressure","market for natural gas, high pressure"
SNG_EXP_ML,Operation,Synthetic Natural Gas Expansion from Medium Pressure to Low Pressure,"natural gas, medium pressure, vehicle grade","market for natural gas, medium pressure, vehicle grade"
SNG_EXP_ML_COGEN,Construction,Synthetic Natural Gas Expansion from Medium Pressure to Low Pressure (co-generation unit),"air input/output unit, heat and power co-generation unit, 160kW electrical","air input/output unit production, heat and power co-generation unit, 160kW electrical"
SNG_EXP_ML_COGEN,Operation,Synthetic Natural Gas Expansion from Medium Pressure to Low Pressure (co-generation unit),"natural gas, medium pressure, vehicle grade","market for natural gas, medium pressure, vehicle grade"
SNG_PYROLYSIS_PLASMA,Operation,Plasma Synthetic Natural Gas Pyrolysis,"hydrogen, gaseous, 100 bar","hydrogen production, gaseous, 100 bar, from methane pyrolysis"
SNG_PYROLYSIS_PLASMA,Construction,Plasma Synthetic Natural Gas Pyrolysis,"air compressor, screw-type compressor, 4kW","market for air compressor, screw-type compressor, 4kW"
SNG_PYROLYSIS_THERMAL,Construction,Thermal Synthetic Natural Gas Pyrolysis,"air compressor, screw-type compressor, 4kW","market for air compressor, screw-type compressor, 4kW"
SNG_PYROLYSIS_THERMAL,Operation,Thermal Synthetic Natural Gas Pyrolysis,"hydrogen, gaseous, 100 bar","hydrogen production, gaseous, 100 bar, from methane pyrolysis"
SNG_REFORMING,Operation,Synthetic Natural Gas Reforming,"hydrogen, gaseous, low pressure","hydrogen production, steam methane reforming"
SNG_REFORMING_PLANT,Construction,Synthetic Natural Gas Reforming (plant),"chemical factory, organics","chemical factory construction, organics"
SNG_REFORMING_TANK,Construction,Synthetic Natural Gas Reforming (storage tank),"liquid storage tank, chemicals, organics","market for liquid storage tank, chemicals, organics"
SNG_STO,Construction,Synthetic Natural Gas to Storage,"liquid storage tank, chemicals, organics","liquid storage tank production, chemicals, organics"
OCGT_BIOGAS_LARGE,Operation,Open Cycle BioGas Turbine 243 MW,"natural gas, burned in gas turbine","natural gas, burned in gas turbine"
OCGT_BIOGAS_LARGE,Construction,Open Cycle BioGas Turbine 243 MW,"gas turbine, 10MW electrical","market for gas turbine, 10MW electrical"
OCGT_BIOGAS_SMALL,Operation,Open Cycle BioGas Turbine 100 MW,"natural gas, burned in gas turbine","natural gas, burned in gas turbine"
OCGT_BIOGAS_SMALL,Construction,Open Cycle BioGas Turbine 100 MW,"gas turbine, 10MW electrical","market for gas turbine, 10MW electrical"
PLANE_FREIGHT_BIO,Construction,Bio-Jet Fuel-Powered Freight Plane,"aircraft, dedicated freight, medium haul","market for aircraft, dedicated freight, medium haul"
PLANE_FREIGHT_BIO,Operation,Bio-Jet Fuel-Powered Freight Plane,"transport, freight, aircraft, medium haul","transport, freight, aircraft, dedicated freight, medium haul"
PLANE_LH_BIO,Operation,Bio-Jet Fuel-Powered Long Haul Passenger Plane,"transport, passenger aircraft, very short haul","transport, passenger aircraft, very short haul"
PLANE_LH_BIO,Construction,Bio-Jet Fuel-Powered Long Haul Passenger Plane,"aircraft, passenger, very short haul","market for aircraft, passenger, very short haul"
PLANE_SH_BIO,Construction,Bio-Jet Fuel-Powered Short Haul Passenger Plane,"aircraft, passenger, medium haul","market for aircraft, passenger, medium haul"
PLANE_SH_BIO,Operation,Bio-Jet Fuel-Powered Short Haul Passenger Plane,"transport, passenger aircraft, medium haul","transport, passenger aircraft, medium haul"
SCHOOLBUS_BIOETOH_E10,Operation,10% BioEthanol-Powered School Bus,"transport, passenger bus, EURO-VI","transport, passenger bus, diesel, 13m single deck urban bus, EURO-VI"
SCHOOLBUS_BIOETOH_E10,Construction,10% BioEthanol-Powered School Bus,"Passenger bus, EURO-VI","Passenger bus, diesel, 13m single deck urban bus, EURO-VI"
SEMI_LH_CSNG,Operation,Compressed Synthetic Natural Gas-Powered Long Distance Semi-trailer truck,"transport, freight, lorry, EURO-VI","transport, freight, lorry, compressed gas, 26t gross weight, EURO-VI, long haul"
SEMI_LH_CSNG,Construction,Compressed Synthetic Natural Gas-Powered Long Distance Semi-trailer truck,"Medium duty truck, EURO-VI","Medium duty truck, compressed gas, 26t gross weight, EURO-VI, long haul"
SEMI_SH_CSNG,Operation,Compressed Synthetic Natural Gas-Powered Short Distance Semi-trailer truck,"transport, truck","transport, truck, compressed gas, 26t, regional delivery"
SEMI_SH_CSNG,Construction,Compressed Synthetic Natural Gas-Powered Short Distance Semi-trailer truck,truck,"truck, compressed gas, 26t, regional delivery"
